frequency_hz,eq_copy_db,source_variant,smoothing,pipeline_version
829.11049634506,0.5455968660529809,v17_v15w_weighted_all,none,V17.0-operative
840.3751835272963,0.632777542194404,v17_v15w_weighted_all,none,V17.0-operative
851.792918075201,0.8470189717737473,v17_v15w_weighted_all,none,V17.0-operative
863.3657793626403,1.2598125322263436,v17_v15w_weighted_all,none,V17.0-operative
875.095875014837,1.425206638590614,v17_v15w_weighted_all,none,V17.0-operative
886.9853412922063,1.528637970156106,v17_v15w_weighted_all,none,V17.0-operative
899.0363434794075,1.571132443332953,v17_v15w_weighted_all,none,V17.0-operative
911.251076279682,1.588539173448659,v17_v15w_weighted_all,none,V17.0-operative
923.631764214544,1.597007842842832,v17_v15w_weighted_all,none,V17.0-operative
936.1806620289118,1.601949393183112,v17_v15w_weighted_all,none,V17.0-operative
948.9000551017328,1.604716014349612,v17_v15w_weighted_all,none,V17.0-operative
961.7922598621936,1.6086049239480893,v17_v15w_weighted_all,none,V17.0-operative
974.8596242115829,1.6129768117303702,v17_v15w_weighted_all,none,V17.0-operative
988.1045279508857,1.6282031380907598,v17_v15w_weighted_all,none,V17.0-operative
1001.5293832141888,1.6364479329778874,v17_v15w_weighted_all,none,V17.0-operative
1015.1366349079736,1.6407499246944104,v17_v15w_weighted_all,none,V17.0-operative
1028.9287611563757,1.6519430045803518,v17_v15w_weighted_all,none,V17.0-operative
1042.9082737524973,1.6673515824197511,v17_v15w_weighted_all,none,V17.0-operative
1057.0777186158496,1.852448737392387,v17_v15w_weighted_all,none,V17.0-operative
1071.4396762560093,1.9758116991075123,v17_v15w_weighted_all,none,V17.0-operative
1085.9967622425766,2.0487135910049137,v17_v15w_weighted_all,none,V17.0-operative
1100.7516276815163,2.0487245965190604,v17_v15w_weighted_all,none,V17.0-operative
1115.7069596979734,2.0487342497661403,v17_v15w_weighted_all,none,V17.0-operative
1130.865481925644,2.096320496580113,v17_v15w_weighted_all,none,V17.0-operative
1146.2299550028,2.1067281624174448,v17_v15w_weighted_all,none,V17.0-operative
1161.8031770750506,2.1766205780004744,v17_v15w_weighted_all,none,V17.0-operative
1177.587984304933,2.2063818224538423,v17_v15w_weighted_all,none,V17.0-operative
1193.5872513884296,2.223004982771449,v17_v15w_weighted_all,none,V17.0-operative
1209.8038920785025,2.244805543831424,v17_v15w_weighted_all,none,V17.0-operative
1226.2408597157385,2.267308120074084,v17_v15w_weighted_all,none,V17.0-operative
1242.9011477662054,2.3383336750245336,v17_v15w_weighted_all,none,V17.0-operative
1259.7877903666167,2.398520072654464,v17_v15w_weighted_all,none,V17.0-operative
1276.903862876902,2.435676654190288,v17_v15w_weighted_all,none,V17.0-operative
1294.2524824402842,2.5358551980085884,v17_v15w_weighted_all,none,V17.0-operative
1311.8368085509685,2.567368813702259,v17_v15w_weighted_all,none,V17.0-operative
1329.6600436295407,2.730944345134127,v17_v15w_weighted_all,none,V17.0-operative
1347.7254336061883,2.7537922579330303,v17_v15w_weighted_all,none,V17.0-operative
1366.0362685118405,2.862932694179442,v17_v15w_weighted_all,none,V17.0-operative
1384.5958830773409,3.0049521503007,v17_v15w_weighted_all,none,V17.0-operative
1403.407657340766,3.0118919056502014,v17_v15w_weighted_all,none,V17.0-operative
1422.4750172629826,3.0650135034641184,v17_v15w_weighted_all,none,V17.0-operative
1441.8014353515855,3.186631788038468,v17_v15w_weighted_all,none,V17.0-operative
1461.3904312932984,3.1991880428653383,v17_v15w_weighted_all,none,V17.0-operative
1481.2455725949726,3.2119097832922754,v17_v15w_weighted_all,none,V17.0-operative
1501.3704752332942,3.224807854348499,v17_v15w_weighted_all,none,V17.0-operative
1521.768804313318,3.2378667066124858,v17_v15w_weighted_all,none,V17.0-operative
1542.4442747359492,3.24129456897959,v17_v15w_weighted_all,none,V17.0-operative
1563.4006518744925,3.2409860674674227,v17_v15w_weighted_all,none,V17.0-operative
1584.6417522603945,3.2409404914350306,v17_v15w_weighted_all,none,V17.0-operative
1606.1714442783027,3.8322123951314473,v17_v15w_weighted_all,none,V17.0-operative
